key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[]
rayyan-304195860,FOUR DECADES OF COLLECTIVE LEADERSHIP The Connection Between Leadership Theories of Action and Student Achievement,2016.0,1,1,,,,,,"Nordengren, C",,,,,,"",,"",,,"",""
rayyan-304195864,To what extent is shared instructional leadership related to teacher self-efficacy and student academic performance in China?,2022.0,1,1,,,,,,"Liu, Y and Li, L and Huang, C",,,,,"Even though the concept has been introduced more than 2 decades ago, available evidence conventionally operationalises shared instructional leadership as a composite, which has missed the opportunity to reveal to what extent principal and teacher instructional leadership helps improve instructional outcomes. Using the complex survey data collected in China, this research employed a three-level structural equation model to investigate the multidimensional relationships among principal and teacher instructional leadership, teacher self-efficacy, and student learning outcomes. The results suggest principal instructional leadership is significantly related to teacher instructional leadership. Both are positively related to teacher self-efficacy and student performance, though the effect sizes vary noticeably. Using a survey design, this study has added international and nuanced evidence to the shared instructional leadership research, through an integrated model emphasising both principals' and teachers' leading roles.","",,"",,,"",""
rayyan-304195866,THE EFFECTS OF TRANSFORMATIONAL LEADERSHIP ON TEACHER ATTITUDES AND STUDENT PERFORMANCE IN SINGAPORE,1995.0,1,1,,,,,,"KOH, WL and STEERS, RM and TERBORG, JR",,,,,"Transformational leadership theory was examined in 89 schools in Singapore using a split sample technique (N = 846 teachers). The study sought to examine the influence of transformational leader behavior by school principals as it related to organizational commitment, organizational citizenship behavior, teacher satisfaction with leader, and student academic performance. Attitudinal and behavioral data were collected from both teachers and principals; student academic performance was collected from school records. School level analyses showed that transformational leadership had significant add-on effects to transactional leadership in the prediction of organizational commitment, organizational citizenship behavior, and teacher satisfaction. Moreover, transformational leadership was found to have indirect effects on student academic achievement. Finally, it was found that transactional leadership had little add-on effect on transformational leadership in predicting outcomes. Implications and directions for future research are discussed.","",,"",,,"",""
rayyan-304195868,Putting the Instructional Leadership-Student Achievement Relation in Context: A Meta-Analytical Big Data Study Across Cultures and Time,2025.0,1,1,,,,,,"Pietsch, M and Aydin, B and Gümüs, S",,,,,"Aggregated data meta-analyses indicate a correlation between instructional leadership and student achievement. However, it is unclear to what extent this relationship can be generalized across cultural contexts, as most primary studies stem from Anglophone regions. Drawing on international large-scale assessment data, this 3-level individual participant data (IPD) meta-analysis examines this relationship over a 6-year period using a sample of 1.5 million students in more than 50,000 schools from 75 countries. The findings show that the mean correlation is close to 0 and that the relationship between instructional leadership and student achievement varies significantly across contexts. This is mainly due to the level of human development and cultural factors. Implications for policy, practice, and education research are discussed.","",,"",,,"",""
rayyan-304195869,Literature review of transformational school leadership: models and effects on student achievement (2006-2019),2024.0,1,1,,,,,,"Li, YZ and Karanxha, Z",,,,,This systematic literature review critically evaluates 14 empirical studies published over a 14 years span (2006-2019) to answer questions about the models and the effects of transformational school leadership on student academic achievement. The analysis of the related literature utilized vote counting and narrative synthesis to delineate the status quo of the current research field. It was found that the majority of these studies were conducted in Western and English- speaking countries and these studies utilizing different research methods and models reported mixed results. Recommendations for future research directions include use of an integrated leadership framework and complexity in the study of leadership in schools.,"",,"",,,"",""
rayyan-304195870,How Does Principals' Transformational Leadership Impact Students' Modernity? A Multiple Mediating Model,2021.0,1,1,,,,,,"Wang, ST",,,,,"To explore the impact mechanism of principals' transformational leadership on students' modernity, this study adopted the structural equation model to test the multiple mediating effects of school climate, teacher quality, and effective teaching on the relationship between principals' transformational leadership and students' modernity. Results showed that there was a positive correlation between principals' transformational leadership and students' modernity; school climate, teacher quality, and effective teaching fully mediated the relationship between principals' transformational leadership and students' modernity, totally accounting for 64.37% of all the indirect effects; the mediating effects of school climate, teacher quality, and effective teaching, respectively, accounted for 30.20%, 52.29%, and 17.51%. According to these results, principal should adopt the approach of transformational leadership, promote the constructing of a fair, inclusive and innovative school climate, emphasize the improvement of teachers' social, emotional, and innovative qualities, and encourage teachers to reflect their teaching and conduct rational practices to improve students' modernity.","",,"",,,"",""
rayyan-304195874,"Principal self-efficacy for instructional leadership in the perspective of principal strengthening training: work engagement, job satisfaction and motivation to leave",2022.0,1,1,,,,,,"Dami, ZA and Wiyono, BB and Imron, A and Burhanuddin, B and Supriyanto, A and Daliman, M",,,,,"The current study explored relations between principal self-efficacy for instructional leadership, work engagement, job satisfaction, and motivation to leave the work as a principal from the principal strengthening training perspective. Participants in the study were 125 principals in the junior school selected using a saturated sampling procedure. This study uses qualitative methods with structural equation modeling (SEM). SEM analysis revealed that principal self-efficacy for instructional leadership was positively related to work engagement and job satisfaction. The relationship between principal self-efficacy for instructional leadership and motivation to leave was not significant. Work engagement and job satisfaction are positively related to motivation to leave. This study showed that Indonesian government policies related to the training of strengthening principals improve principal self-efficacy for instructional leadership. Based on the results of this study, the successful implementation of principal strengthening training in Indonesia can be adopted by policymakers from other countries because it can increase self-efficacy for instructional leadership, work engagement, job satisfaction, and prevent motivation to leave from the principal. In particular, this principal strengthening training program uses the ORPAER intervention model (observe, reflect, plan, act, evaluation, and reflect) combined from the syntax of Theory U and the ILEAD (Introduction, Link, Enforcement, Awareness, and Development) approach. This intervention model can improve the competence of principals, the principals' problem-solving skills, creative thinking, and emotional engagements.","",,"",,,"",""
rayyan-304195877,K-2 principal knowledge (not leadership) matters for dyslexia intervention,2021.0,1,1,,,,,,"Schraeder, M and Fox, J and Mohn, R",,,,,"Kindergarten through second-grade elementary schools that best serve students with dyslexia have principals who are knowledgeable about dyslexia and understand the best practices for providing intervention for students with dyslexia. In this study, three styles of leadership were examined to understand the implication that leadership has on intervention for dyslexia: transformational, instructional, and integrated leadership. However, many students in elementary schools have difficulty learning to read despite good leadership by the principal, with 5-20% of students being diagnosed with dyslexia. While these students need phonetic, multisensory intervention to build necessary reading skills, this study found that many principals lack knowledge of this specialized instruction. The purpose of this research was to explore variables that determine the school-based level of appropriate intervention for students with dyslexia. A questionnaire assessing leadership skills, knowledge, and beliefs about dyslexia, preparation in reading disorders and/or dyslexia received from degree programs and professional development, and services provided to students with dyslexia was given to K-2 principals serving in schools across the United States. Results indicated that regardless of leadership style, principals who have greater knowledge and more correct beliefs about dyslexia provide more appropriate school-based services for students with dyslexia. Eight detailed K-2 principal/practitioner recommendations are included based upon this key finding.","",,"",,,"",""
rayyan-304195878,How transformational leadership influences teachers' commitment and innovative practices: Understanding the moderating role of trust in principal,2024.0,1,1,,,,,,"Kilinç, AÇ and Polatcan, M and Savas, G and Er, E",,,,,"This study tested a moderated mediation model of transformational leadership's effects on teacher innovative practices, with teacher commitment as mediator and trust in principal as moderator. Implementing a cross-sectional survey design and using data from 611 teachers working in 56 schools in Turkey, we employed multilevel structural equation modelling with Bayesian estimation to estimate the structural links between our variables. The results provided evidence of the indirect effects of transformational leadership on teacher innovative practices through the significant mediator role of teacher commitment. We also found evidence that trust in principal acted as a significant moderator of the indirect effect of transformational leadership on teacher innovative practice through teacher commitment. This study adds nuanced evidence to the global literature by concluding that the effect of transformational leadership on teacher commitment and innovative practice is contingent upon the extent to which teachers trust their principals. We conclude with key implications for policy and practice.","",,"",,,"",""
rayyan-304195879,Building coherence for school improvement through integrated school leadership model: evidence from public secondary schools in Ethiopia,2025.0,1,1,,,,,,"Gao, CH and Wu, H and Tadesse, E and Khalid, S and Duan, CY",,,,,"The relevance of school principals' leadership behaviour in promoting school effectiveness and improvement is less discussed and known in emerging countries, explicitly in Sub-Saharan countries. Moreover, there is a significant inconclusive body of literature on the most dominant leadership model (instructional (IL) and transformational (TL) in determining the coherence of school improvement and student academic achievement. Hence, the current study extended the knowledge by examining the impact of IL and TL on implementing the School Improvement Programme (SIP) in the Ethiopian context designed to foster students' academic performance. This study randomly sampled and surveyed 2880 public secondary school teachers and 70 principals. The study's findings suggested that school principals' personal information, gender, academic qualification, and leadership experience determine their leadership style, the coherence of SIP, and school performance. Unlike previous evidence, this study's findings shed light on the principals' IL and TL practice, which significantly impacted students' academic achievement through the mediating role of coherent SIP.","",,"",,,"",""
rayyan-304195880,How does teacher self-efficacy mediate the relationship between student outcomes and principal leadership for learning? Results from meta-analytic structural equation modelling (MASEM),2025.0,1,1,,,,,,"Ozdogru, M and Tulubas, T and Karakose, T and Kanadli, S and Kardas, A and Papadakis, S",,,,,"Principal leadership behaviors affect the improvement of school outcomes significantly, not only by providing psychological and professional support for teachers but also by facilitating a positive learning environment at school. This has cultivated both policy and research interest in understanding how principals' leadership behaviors can leverage student outcomes both directly and indirectly through teachers. In this quest, three leadership models have become prominent due to their close relation to classroom instruction and learning: instructional, transformational, and distributed leadership. The current study aims to reveal the relationships between these leadership behaviors of principals and student outcomes as well as assess the mediating effect of teacher self-efficacy on this relationship. Utilizing meta-analytic structural equation modelling (MASEM) methodology, the study analyzes data from prior studies to offer a more comprehensive and holistic analysis of the complex relationships between the variables. The analysis of data from 90 studies showed that all three leadership behaviors affected student outcomes both directly and indirectly through teacher self-efficacy. They also had a moderate direct influence on teacher self-efficacy, while teacher self-efficacy had a moderate effect on student outcomes. These results reiterate the significance of principals' leadership for learning to facilitate student outcomes and suggest that the integrated practice of leadership in accordance with contextual requirements could leverage the effectiveness and improvement of schools.","",,"",,,"",""
rayyan-304195881,The influences of teachers' perceptions of using student achievement data in evaluation and their self-efficacy on job satisfaction: evidence from China,2018.0,1,1,,,,,,"Liu, SJ and Xu, XX and Stronge, J",,,,,"This study employed survey research in China to investigate the relationships among teacher evaluation, teacher self-efficacy, and teacher job satisfaction, while controlling for demographic variables. Four hundred and twenty-five teachers from a medium-sized city in Heilongjiang Province participated. The study examined the teachers' perceptions regarding using student achievement data in evaluation, finding mixed views about the inclusion of student scores, consistent with many recent studies on teacher evaluation reforms. Principal component analysis was conducted on the perception data and three factors emerged. The three factors were used in hierarchical multiple regression analyses and, in addition, three variables of teacher self-efficacy (i.e., efficacy for student engagement, efficacy for instructional strategies, and efficacy for classroom management) also were included in the analyses. The analyses found that (a) teachers' perceptions of their evaluation have a significant explanatory power on their job satisfaction, and (b) when their perceptions of evaluation are controlled, teachers' self-efficacy can explain additional variance in teachers' job satisfaction. Specifically, teachers' self-efficacy for student engagement was significantly predictive. Implications for educational policymakers and practitioners in light of enhancing teacher job satisfaction and developing rigorous teacher evaluation are discussed.","",,"",,,"",""
rayyan-304195883,The effect of educational leadership on students' achievement: a meta-analysis study,2015.0,1,1,,,,,,"Karadag, E and Bektas, F and Çogaltay, N and Yalçin, M",,,,,"In this meta-analysis study, different leadership styles were combined, and the relationship between educational leadership and student achievement was analyzed. In the literature review, 57 research articles/dissertations, independent from one another, were brought together, and 28,964 study subjects were included in the sample group. The results of the analyses performed with a random effects model revealed that educational leadership has a medium effect on students' achievement. As was expected, the most comprehensive effect among leadership styles was found in distributive and transformational leadership. Considering the effect of educational leadership on students' achievement, it is recommended to examine the effect of leadership on other components of school and shareholders in future studies.","",,"",,,"",""
rayyan-304195884,The Influence of Principal Leadership on Classroom Instruction and Student Learning: A Study of Mediated Pathways to Learning,2012.0,1,1,,,,,,"Sebastian, J and Allensworth, E",,,,,"Purpose: This study examines the influence of principal leadership in high schools on classroom instruction and student achievement through key organizational factors, including professional capacity, parent-community ties, and the school's learning climate. It identifies paths through which leadership explains differences in achievement and instruction between schools and differences in instruction among teachers within the same school. Research Design: Multilevel structural equation modeling was used to examine the relationships among principal leadership, school organizational structures, classroom instruction, and student grades and test gains on ACT's Education Planning and Assessment System. Measures of principal leadership and school organizational structures were collected from teacher surveys administered to all high school teachers in Chicago Public Schools in the 2006-2007 school years. Findings: Within schools, variation in classroom instruction is associated with principal leadership through multiple pathways, the strongest of which is the quality of professional development and coherence of programs. Between schools, differences in instruction and student achievement are associated with principal leadership only via the learning climate. This suggests that in high schools, establishing a safe, college-focused climate may be the most important leadership function for promoting achievement schoolwide.","",,"",,,"",""
rayyan-304195885,The Moderation Role of Transformational Leadership in the Effect of Instructional Leadership on Teacher Professional Learning and Instructional Practice: An Integrated Leadership Perspective,2021.0,1,1,,,,,,"Bellibas, MS and Kilinç, AÇ and Polatcan, M",,,,,"Aim: While integrated leadership has received significant scholarly attention in the past decade, most existing research in this vein has focused on its impact on student achievement and often dismissed how it might be related to instructional practices, which are at the center of many school reforms. In this research, we examined the relationship between integrated leadership and teacher professional learning and teacher practices in Turkey, where educational policy makers have recently introduced several school reform initiatives. More specifically, we aimed to examine the moderating function of transformational leadership in the relationship between instructional leadership and teacher practices, with an emphasis on the mediating role of teacher professional learning. Research Design: We conducted this study with a cross-sectional design and moderated mediation model. Data collected from 616 teachers working in a mix of primary and secondary schools in Turkey were analyzed using structural equation modeling and bootstrapping tests. Findings: We found evidence that transformational leadership acted as a moderator of the indirect effect of principal instructional leadership on teachers' instructional practices through teacher professional learning. Implications: This study adds to the accumulated body of knowledge on the effects of school leadership by concluding that the effect of instructional leadership on teacher learning and practice is contingent upon the extent to which principals enact transformational leadership. School principals who adopt a more comprehensive leadership approach that combines instructional leadership and transformational leadership practices can maximize their effects on student achievement through teacher learning, and better address the ever-growing demands of educational reforms.","",,"",,,"",""
rayyan-304195887,Science for our children: Othermothering leadership within an elementary science network,2024.0,1,1,,,,,,"Marshall, SL and Forrester, J and Tilsen, J",,,,,"Transformational equity-centered science education requires the fields of science education and school leadership to critically consider the limited preparation elementary principals are offered to lead for science education. Thus far, little effort has been made to foster a transdisciplinary curricula beyond traditional organizational theories related to school culture and climate; learning sciences; and supervision. School leadership programs are currently inadequately preparing elementary leaders in rigorous pedagogies involving science education. Although the role of principals is often not discussed concerning science implementation in elementary education, principals play a critical role in science decision-making. In this study, the authors present a case study of one elementary principal who also served as an othermother. Othermothers have been described as those who share mothering responsibilities in Black communities. Through interview transcripts, field notes, and social network data, the authors examine how this othermother cared for her students and community by advocating for science instruction. By strategically navigating the socio-political and policy climate and drawing on her authentic relationships, this othermother was critical in implementing a science agenda for elementary science. Three themes that emerged from the data analysis are, (1) othermothers view science as a potential means to transform lives and fulfill the needs of the local community, (2) science policies (i.e., federal, state, and local) can limit the potential of the vision of science an othermother has for the community, (3) othermothers draw on their community to guide equitable science instruction. Overall, othermothers have visions for what science can do. However, they cannot counter the status quo individually. Collective action among educators in various roles is one means of moving an equity agenda concerning science education forward.","",,"",,,"",""
rayyan-304195889,The mediating effect of teacher self-efficacy regarding the relationship between transformational school leadership and teacher agency,2023.0,1,1,,,,,,"Polatcan, M and Arslan, P and Balci, A",,,,,"The quality of school leaders and teachers is critical to both school development and student achievement. Thus, quality school leaders are needed for teachers to perform their assigned roles and tasks in line with the school goals. This paper examined the effect of transformational leadership behaviours of school principals on teacher agency. The study adopted a correlational research method and was conducted with 349 teachers working in primary, middle, and secondary schools of 15 cities located in eastern, central, and western Anatolia regions. Based on the variables observed in the school, path analysis was applied to analyse the relationships between implicit variables. A direct relationship was found between the transformational leadership practice of school principals and teachers' behaviours. In addition, transformational leadership practices of school principals had a direct as well as a moderate effect on teacher agency; teacher self-efficacy led to an indirect increase on this effect.","",,"",,,"",""
rayyan-304195891,"Transformational leadership, professional learning communities, teacher learning and learner centred teaching practices; Evidence on their interrelations in Mozambican primary education",2019.0,1,1,,,,,,"Luyten, H and Bazo, M",,,,,"This study examines the routes via which transformational leadership, professional learning communities and teacher learning lead to more learner centred teaching practices. By means of structural equation modelling (path analysis with latent variables) a conceptual model was tested, using questionnaire data from 518 teachers in 95 Mozambican primary schools. The data analysis shows that the effect of transformational leadership on teaching practices is substantial but indirect, running via professional learning communities and teacher learning. All in all, the impact of professional learning communities on teaching practices is particularly strong. Its effect is both direct and indirect, running via teacher learning. The findings show the relevance of the concepts transformational leadership and professional learning communities in an African context.","",,"",,,"",""
rayyan-304195894,Leadership Effects on Student Learning Mediated by Teacher Emotions,2015.0,1,1,,,,,,"Sun, JP and Leithwood, K",,,,,"School leaders' influence on student achievement is largely indirect. Using systematic review techniques, this paper assesses the impact that leaders have on their students when they focus their improvement efforts on those teacher emotions or dispositions known to have direct effects on teaching and learning in the classroom. Building on an earlier conceptions of how leadership influences student learning and based on a review of research over the last 25 years, this study identifies four distinct teacher emotions which have significant effects on student learning-collective teacher efficacy, teacher commitment, teacher trust in others, and Organizational Citizenship Behavior. This review also describes leadership practices likely to foster productive teacher emotions, most such practices reflecting a transformational approach to leadership.","",,"",,,"",""
rayyan-304195897,The Role of Teacher Leadership in How Principals Influence Classroom Instruction and Student Learning,2016.0,1,1,,,,,,"Sebastian, J and Allensworth, E and Huang, HG",,,,,"School principals can play an important role in promoting teacher leadership by delegating authority and empowering teachers in ways that allow them influence in key organizational decisions and processes. However, it is unclear whether instruction and student learning are enhanced by promoting teacher influence in all aspects of school organization or whether it is better for principals to directly work on certain processes while delegating influence on others. We compare pathways from principal leadership through school organizational processes to student outcomes that include teacher influence as a mediating factor to pathways that do not include teachers' influence. Our results suggest that effective principals use teacher leadership to improve the school learning climate while they work directly on professional development and school program coherence.","",,"",,,"",""
rayyan-304195899,Exploring Effective Leadership Practices of Private School Principals to Improve Teachers' Academic Excellence and Students' Learning Achievement,2020.0,1,1,,,,,,"Ghavifekr, S and Ramzy, MI",,,,,"This paper explored the factors influencing principals' practices in private schools. Additionally, this study identified the effective leadership practices of school principals that contribute toward teachers' academic excellence and students' learning achievement. This study adopted a qualitative research design, wherein data were collected through interviews and observations using purposeful sampling. A total of 15 interviewees comprising principals, vice principals, and head teachers from five private secondary schools in Kuala Lumpur, Malaysia, were interviewed. Transcriptions of the interviews and field notes were made available immediately after each interview and observation, and NVivo software was used to manage the data more systemically. The data analysis identified the following four main effective practices of principals to enhance school outcomes: planning for shared vision, mission and goals; organising professional development programs; promoting the culture of innovation, collaboration and teamwork; and supervising a dynamic and proactive teaching and learning environment. Among these practices, principals should emphasize leadership functions, particularly teacher's professional development and instructional supervision. The mentioned main themes are further discussed in this paper.","",,"",,,"",""
rayyan-304195904,Establishing productive principal/principal supervisor partnerships for instructional leadership,2019.0,1,1,,,,,,"Thessin, RA",,,,,"Purpose The purpose of this paper is to understand what the principal and principal supervisor each bring and contribute to their collaborative work that is consequential for the principal's learning and development as an instructional leader. Design/methodology/approach Multiple case study methodology is used to gather data from 12 principal supervisor/principal partnerships over a 16 month period in one Mid-Atlantic school district. Data sources included interviews, observational data and documents provided by participants in the study. Findings In productive principal supervisor/principal partnerships, findings demonstrated that the principal supervisor and the principal each brought specific antecedent characteristics to their partnership and each made contributions to the development of a productive partnership during their collaborative work. When these partnership qualities were present, principal supervisors and principals engaged in joint work, leading to robust changes in principals' instructional leadership practice. Research limitations/implications - This study examined the work of principals and principal supervisors in one large Mid-Atlantic school district. Practical implications - Findings from this study have implications for districts' assignments of principal supervisors, principal supervisor/principal selection and professional development of principal supervisors. Further, districts should create the conditions for principal supervisors and principals to establish learning-focused professional partnerships in three stages, culminating in the engagement of joint work for improvement to facilitate principals' changes in instructional leadership practice. Originality/value Findings from this study illustrate the value of establishing a learning-focused partnership between principal supervisors and principals in three stages to facilitate robust stages in principals' instructional leadership practice. A new conceptual framework displays the stages of partnership development that occur in productive principal/principal supervisor partnerships.","",,"",,,"",""
rayyan-304195911,Principal leadership and school capacity effects on teacher learning in Hong Kong,2016.0,1,1,,,,,,"Li, LJ and Hallinger, P and Ko, J",,,,,"Purpose - Over the past decade, studies of school leadership effects have increasingly aimed at identifying and validating the paths through which principal leadership impacts key teaching and learning processes in schools. A recent meta-analysis by Robinson and colleagues identified principal practices that shape teacher professional development experiences in schools as the highest impact path used by instructional leaders. The purpose of this paper is to examine relationships between principal leadership, dimensions of school capacity, and teacher professional learning in 32 Hong Kong primary schools. Design/methodology/approach - The study employed a cross-sectional research design and quantitative methods to analyze teacher perceptions of principal leadership and key school conditions. The research employed hierarchical linear regression analysis to explore survey data collected from a sample of 970 teachers. The surveys covered a range of principal leadership and school capacity dimensions, as well as a measure of teacher professional learning. Findings - Results indicated that multiple dimensions of principal leadership made significant contributions to both school capacity and teacher professional learning. The presence of cooperation, trust, communication, support for students, and alignment, coherence, and structure in schools also affected teacher professional learning. Research limitations/implications - These findings contribute to the global discourse on leadership for learning. The study addresses the need established by multiple scholars (e.g. Leithwood, Hallinger, Heck, Robinson, Witziers) for research that further illuminates ""paths"" and ""intermediate targets"" through which leadership impacts teaching and learning. The findings elaborate on the means by which leadership can enhance school capacities that directly impact teacher classroom practice and student learning. Consistent with other scholarly research (e.g. Bryk and Schneider, Louis and colleagues, Sahphier and King) the findings also point toward the importance of establishing selected workplace conditions (e.g. trust, cooperation, communication) as a foundation for fostering teacher professional learning. Practical implications - The study reinforces the finding from other studies that it is productive for principals to foster an environment aimed at enhancing teacher professionalism. The study also highlights the potentially dysfunctional consequences that can arise from competing system-level initiatives aimed at increasing monitoring and teacher accountability and fostering teacher professionalism. Originality/value - The study contributes to a small but growing body of leadership effects research conducted in non-Western societies. As such the study offers insights with relevance for understanding leadership processes in other Asian and non-Western cultures.","",,"",,,"",""
rayyan-304195912,The relationship between principal leadership and teacher collaboration: Investigating the mediating effect of teachers' collective efficacy,2022.0,1,1,,,,,,"Meyer, A and Richter, D and Hartung-Beck, V",,,,,"Empirical research considers teacher collaboration to be an important predictor of outcome variables at the student, teacher, and school level. Principals are responsible for shaping teachers' work environments, and in doing so, they can strengthen and support teacher collaboration. Drawing on social interdependence theory, we hypothesized that teachers' collective efficacy has a mediating effect on the relationship between principal leadership and teacher collaboration. We collected data from 630 teachers in 29 primary and secondary schools in Germany and found, based on structural equation modeling, that principal leadership had a significant indirect effect on teacher collaboration, mediated by teachers' collective efficacy. We discuss the implications of these results for supporting school improvement.","",,"",,,"",""
rayyan-304195913,School culture as a mediator in the link between leadership and school effectiveness,2025.0,1,1,,,,,,"Alanoglu, M and Karabatak, S",,,,,"This study examines the impact of transformational and servant leadership on school effectiveness by considering the role of school culture. A cross-sectional research design utilizing structural equation modeling was employed to analyze data collected from 471 teachers in T & uuml;rkiye. The results indicate that transformational leadership positively affects school effectiveness, while no direct effect was observed for servant leadership. However, the findings highlight the crucial mediating role of school culture in fostering effective schools for both transformational and servant leadership. Building upon these findings, the subsequent discussion explores how leadership shapes the development of school culture and how this culture, in turn, impacts school effectiveness. The insights gained from this research provide compelling evidence that the leadership style embraced and cultivated by school principals is crucial for the effective functioning of schools and that cultivating school culture is essential in achieving this objective.","",,"",,,"",""
rayyan-304195914,Evaluating School Principals: Supervisor Ratings of Principal Practice and Principal Job Performance,2018.0,1,1,,,,,,"Grissom, JA and Blissett, RSL and Mitani, H",,,,,"Numerous studies investigate high-stakes personnel evaluation systems in education, but nearly all focus on evaluation of teachers. We instead examine the evaluation of school principals at scale using data from the first 4 years of implementation of Tennessee's multiple-measure administrator evaluation system. We focus specifically on the rubric-based practice ratings given by principals' supervisors that constitute one half of principals' overall evaluation scores. We find that supervisors' ratings are internally consistent, relatively stable over time, and predictive of other performance measures, such as student achievement growth and teachers' ratings of school leadership quality. However, raters fail to differentiate dimensions of principal practice, and ratings may be biased by factors, such as school poverty, outside the principal's control.","",,"",,,"",""
rayyan-304195915,Principal Leadership Styles and Teacher Job Performance: Viewpoint of Middle Management,2020.0,1,1,,,,,,"Saleem, A and Aslam, S and Yin, HB and Rao, CM",,,,,"Achievement-oriented leaders let their followers know their expectations. They regularly set clear goals with potential high-performance standards, they trust in the capabilities of their subordinates, and they encourage the continued performance improvement of their subordinates. This investigation studied the effects of private secondary school principals' leadership styles on teachers' job performance. Four leadership styles outlined in the path-goal theory and five key performance indicators (KPIs) of teacher job performance were chosen for the present research. Numerous prior studies have documented this subject. However, they reported on teacher job performance as a single unit. Therefore, a concerted effort was required to examine the effects of adopted principal leadership styles on each of the five key performance indicators of teacher job performance. A total of 253 middle management personnel took part in this empirical study. The correlation findings from the structural equation modeling revealed that the directive leadership style had a significant effect on teacher job performance in the studied schools, followed by the supportive and achievement-oriented leadership styles. Conversely, although participative leadership was identified as a significant predictor, it was not considered a promising predictor of teacher job performance. This research was conducted in a non-Western culture, where directive leadership is beneficial for encouraging teacher job performance; this claim is greatly supported by the available rigorous literature.","",,"",,,"",""
rayyan-304195916,Origins and Consequences of Schools' Organizational Culture for Student Achievement,2009.0,1,1,,,,,,"Dumay, X",,,,,"Purpose: Most studies on the impact of school culture focus only on teachers' average perceptions and neglect the possibility that a meaningful increment to the prediction of school effectiveness might be provided by the variance in teachers' culture perceptions. The objectives of this article are to (a) better understand how teachers' collective decision making and principal's leadership are related to the schools' culture homogeneity and (b) test the moderating role of the schools' culture homogeneity on the relationship between four cultural scales and the schools' mathematics achievement. Method: The sample of this study consisted of 2,595 students nested in 52 schools and 125 classes from the French-speaking community of Belgium. Students performed two mathematics achievement tests and answered a self-reported questionnaire on their backgrounds. All the teachers (n = 817) of the 52 schools answered a self-reported questionnaire dealing with the principal's leadership, school culture, and teacher collegiality. Hypotheses are tested using correlation, regression, and hierarchical regression analyses. Research Findings: First, it was found that culture homogeneity is positively associated with (a) the principal's transformational leadership (TL) and (b) the teachers' collective decision making relative to pedagogical aspects. Second, it was shown that the impact of TL on culture homogeneity is partially mediated by teachers' collective decision making. Third, the analyses found no moderation effect of culture homogeneity on the relationship between cultural values and students' achievement but did show partial evidence of such an effect in specific groups of schools (with low or high socioeconomic status composition). Implications: This study provides a deeper understanding of how social arrangements and leadership processes within schools contribute to the emergence of collective cultural values. But the results also shed light on the weak associations between cultural values and student achievement, even when considering an appropriate definition and conceptualization of the school culture..","",,"",,,"",""
rayyan-304195918,The Intellectual Evolution of Educational Leadership Research: A Combined Bibliometric and Thematic Analysis Using SciMAT,2024.0,1,1,,,,,,"Karakose, T and Leithwood, K and Tülübas, T",,,,,"This study aims to describe the century-long trajectory of educational leadership research (ELR), including changes over time in its main and subsidiary themes, as well as its most influential authors, papers, and journals. The study combines the bibliometric performance and science mapping analysis of 7282 articles retrieved from the Scopus and WoS databases. SciMAT software (version 1.1.04) was used to analyze changes over four sequential time periods and to exhibit the thematic evolution of the field-Period 1 (1907 to 2004), Period 2 (2005 to 2012), Period 3 (2013 to 2019), and Period 4 (2020-2023). Research during Period 1 focused on principals and included efforts to distinguish between their administrative functions and forms of 'strong' leadership contributing to school improvement. Period 2 included research aimed at understanding what strong principal leadership entailed, including the development and testing of more coherent models of such leadership. While instructional and transformational leadership models were prominent during Periods 1 and 2, Period 3 research invested heavily in conceptions of leadership distribution. Early research about 'social justice leadership' appeared during this period and eventually flourished during Period 4. While principals were an active focus through all Periods, the leadership of others gradually dominated ELR and accounted for the broader leadership theme found in all four periods. The results point to the evolutionary nature of ELR development, which eventually produced a relatively robust knowledge base. Experiences with the COVID-19 pandemic suggest that crises such as this might prompt more revolutionary orientations in the ELR field.","",,"",,,"",""
rayyan-304195919,"TRANSFORMATIONAL SCHOOL LEADERSHIP EFFECTS ON SCHOOLS, TEACHERS, AND STUDENTS",2009.0,1,1,,,,,,"Leithwood, K and Sun, JP",,,,,"This chapter provides a synthesis of unpublished research examining the effects of transformational leadership practices on four sets of outcomes-teachers' emotions and beliefs, teachers' practices, school conditions, and student. achievement. Consistent with transformational leadership theory, this body of evidence demonstrates strong effects of such leadership teachers' emotions and beliefs; effect on a handful of school conditions also appear to be well supported. There is insufficient data to draw any conclusions about the impact of transformational school leadership on teacher practices. We conclude that, in spite of the substantial body of research that. has accumulated about transformational school leadership, there is still considerable room For new work that teases out die mediators and moderators of this form of leadership on schools and students.","",,"",,,"",""
